
Label=dB(v(Out4)/(V(Vid1)-V(Vid2))) vs F
LabelX=F
LabelY=dB(v(Out4)/(V(Vid1)-V(Vid2)))
Data Point Count=1001
F,F,F,dB(v(Out4)/(V(Vid1)-V(Vid2))),dB(v(Out4)/(V(Vid1)-V(Vid2)))
4.5708818961487924E+002, 4.5708818961487924E+002, 0.0000000000000000E+000, 4.7114733516790366E+001, 0.0000000000000000E+000
4.6344691973629233E+002, 4.6344691973629233E+002, 0.0000000000000000E+000, 4.7114164781826986E+001, 0.0000000000000000E+000
4.6989410860521986E+002, 4.6989410860521986E+002, 0.0000000000000000E+000, 4.7113580190630692E+001, 0.0000000000000000E+000
4.7643098680542022E+002, 4.7643098680542022E+002, 0.0000000000000000E+000, 4.7112979303358330E+001, 0.0000000000000000E+000
4.8305880203977728E+002, 4.8305880203977728E+002, 0.0000000000000000E+000, 4.7112361668085612E+001, 0.0000000000000000E+000
4.8977881936845091E+002, 4.8977881936845091E+002, 0.0000000000000000E+000, 4.7111726820494447E+001, 0.0000000000000000E+000
4.9659232145034088E+002, 4.9659232145034088E+002, 0.0000000000000000E+000, 4.7111074283534194E+001, 0.0000000000000000E+000
5.0350060878790970E+002, 5.0350060878790970E+002, 0.0000000000000000E+000, 4.7110403567073085E+001, 0.0000000000000000E+000
5.1050499997541129E+002, 5.1050499997541129E+002, 0.0000000000000000E+000, 4.7109714167565642E+001, 0.0000000000000000E+000
5.1760683195057277E+002, 5.1760683195057277E+002, 0.0000000000000000E+000, 4.7109005567674970E+001, 0.0000000000000000E+000
5.2480746024977782E+002, 5.2480746024977782E+002, 0.0000000000000000E+000, 4.7108277235920724E+001, 0.0000000000000000E+000
5.3210825926679956E+002, 5.3210825926679956E+002, 0.0000000000000000E+000, 4.7107528626289991E+001, 0.0000000000000000E+000
5.3951062251513304E+002, 5.3951062251513304E+002, 0.0000000000000000E+000, 4.7106759177858031E+001, 0.0000000000000000E+000
5.4701596289397719E+002, 5.4701596289397719E+002, 0.0000000000000000E+000, 4.7105968314387361E+001, 0.0000000000000000E+000
5.5462571295791645E+002, 5.5462571295791645E+002, 0.0000000000000000E+000, 4.7105155443928510E+001, 0.0000000000000000E+000
5.6234132519035495E+002, 5.6234132519035495E+002, 0.0000000000000000E+000, 4.7104319958390207E+001, 0.0000000000000000E+000
5.7016427228075349E+002, 5.7016427228075349E+002, 0.0000000000000000E+000, 4.7103461233126254E+001, 0.0000000000000000E+000
5.7809604740572422E+002, 5.7809604740572422E+002, 0.0000000000000000E+000, 4.7102578626494136E+001, 0.0000000000000000E+000
5.8613816451403500E+002, 5.8613816451403500E+002, 0.0000000000000000E+000, 4.7101671479399123E+001, 0.0000000000000000E+000
5.9429215861557907E+002, 5.9429215861557907E+002, 0.0000000000000000E+000, 4.7100739114848686E+001, 0.0000000000000000E+000
6.0255958607436435E+002, 6.0255958607436435E+002, 0.0000000000000000E+000, 4.7099780837471087E+001, 0.0000000000000000E+000
6.1094202490557871E+002, 6.1094202490557871E+002, 0.0000000000000000E+000, 4.7098795933037330E+001, 0.0000000000000000E+000
6.1944107507678825E+002, 6.1944107507678825E+002, 0.0000000000000000E+000, 4.7097783667972152E+001, 0.0000000000000000E+000
6.2805835881332484E+002, 6.2805835881332484E+002, 0.0000000000000000E+000, 4.7096743288838326E+001, 0.0000000000000000E+000
6.3679552090792288E+002, 6.3679552090792288E+002, 0.0000000000000000E+000, 4.7095674021826298E+001, 0.0000000000000000E+000
6.4565422903466276E+002, 6.4565422903466276E+002, 0.0000000000000000E+000, 4.7094575072228643E+001, 0.0000000000000000E+000
6.5463617406728235E+002, 6.5463617406728235E+002, 0.0000000000000000E+000, 4.7093445623888428E+001, 0.0000000000000000E+000
6.6374307040191638E+002, 6.6374307040191638E+002, 0.0000000000000000E+000, 4.7092284838642691E+001, 0.0000000000000000E+000
6.7297665628432549E+002, 6.7297665628432549E+002, 0.0000000000000000E+000, 4.7091091855769889E+001, 0.0000000000000000E+000
6.8233869414167748E+002, 6.8233869414167748E+002, 0.0000000000000000E+000, 4.7089865791386096E+001, 0.0000000000000000E+000
6.9183097091894456E+002, 6.9183097091894456E+002, 0.0000000000000000E+000, 4.7088605737874758E+001, 0.0000000000000000E+000
7.0145529841997950E+002, 7.0145529841997950E+002, 0.0000000000000000E+000, 4.7087310763246855E+001, 0.0000000000000000E+000
7.1121351365333749E+002, 7.1121351365333749E+002, 0.0000000000000000E+000, 4.7085979910551750E+001, 0.0000000000000000E+000
7.2110747918290826E+002, 7.2110747918290826E+002, 0.0000000000000000E+000, 4.7084612197217552E+001, 0.0000000000000000E+000
7.3113908348342625E+002, 7.3113908348342625E+002, 0.0000000000000000E+000, 4.7083206614403032E+001, 0.0000000000000000E+000
7.4131024130092646E+002, 7.4131024130092646E+002, 0.0000000000000000E+000, 4.7081762126336784E+001, 0.0000000000000000E+000
7.5162289401821465E+002, 7.5162289401821465E+002, 0.0000000000000000E+000, 4.7080277669639216E+001, 0.0000000000000000E+000
7.6207901002542144E+002, 7.6207901002542144E+002, 0.0000000000000000E+000, 4.7078752152613049E+001, 0.0000000000000000E+000
7.7268058509571188E+002, 7.7268058509571188E+002, 0.0000000000000000E+000, 4.7077184454545261E+001, 0.0000000000000000E+000
7.8342964276622149E+002, 7.8342964276622149E+002, 0.0000000000000000E+000, 4.7075573424972468E+001, 0.0000000000000000E+000
7.9432823472429141E+002, 7.9432823472429141E+002, 0.0000000000000000E+000, 4.7073917882948741E+001, 0.0000000000000000E+000
8.0537844119907675E+002, 8.0537844119907675E+002, 0.0000000000000000E+000, 4.7072216616269564E+001, 0.0000000000000000E+000
8.1658237135860270E+002, 8.1658237135860270E+002, 0.0000000000000000E+000, 4.7070468380715937E+001, 0.0000000000000000E+000
8.2794216371234472E+002, 8.2794216371234472E+002, 0.0000000000000000E+000, 4.7068671899252081E+001, 0.0000000000000000E+000
8.3945998651940818E+002, 8.3945998651940818E+002, 0.0000000000000000E+000, 4.7066825861221261E+001, 0.0000000000000000E+000
8.5113803820238741E+002, 8.5113803820238741E+002, 0.0000000000000000E+000, 4.7064928921523133E+001, 0.0000000000000000E+000
8.6297854776698148E+002, 8.6297854776698148E+002, 0.0000000000000000E+000, 4.7062979699780534E+001, 0.0000000000000000E+000
8.7498377522744750E+002, 8.7498377522744750E+002, 0.0000000000000000E+000, 4.7060976779462102E+001, 0.0000000000000000E+000
8.8715601203797257E+002, 8.8715601203797257E+002, 0.0000000000000000E+000, 4.7058918707033648E+001, 0.0000000000000000E+000
8.9949758153004711E+002, 8.9949758153004711E+002, 0.0000000000000000E+000, 4.7056803991046664E+001, 0.0000000000000000E+000
9.1201083935592192E+002, 9.1201083935592192E+002, 0.0000000000000000E+000, 4.7054631101241185E+001, 0.0000000000000000E+000
9.2469817393823496E+002, 9.2469817393823496E+002, 0.0000000000000000E+000, 4.7052398467612733E+001, 0.0000000000000000E+000
9.3756200692589289E+002, 9.3756200692589289E+002, 0.0000000000000000E+000, 4.7050104479482314E+001, 0.0000000000000000E+000
9.5060479365629431E+002, 9.5060479365629431E+002, 0.0000000000000000E+000, 4.7047747484515305E+001, 0.0000000000000000E+000
9.6382902362398363E+002, 9.6382902362398363E+002, 0.0000000000000000E+000, 4.7045325787768462E+001, 0.0000000000000000E+000
9.7723722095582400E+002, 9.7723722095582400E+002, 0.0000000000000000E+000, 4.7042837650672595E+001, 0.0000000000000000E+000
9.9083194489278117E+002, 9.9083194489278117E+002, 0.0000000000000000E+000, 4.7040281290033093E+001, 0.0000000000000000E+000
1.0046157902784090E+003, 1.0046157902784090E+003, 0.0000000000000000E+000, 4.7037654877002907E+001, 0.0000000000000000E+000
1.0185913880541310E+003, 1.0185913880541310E+003, 0.0000000000000000E+000, 4.7034956536023387E+001, 0.0000000000000000E+000
1.0327614057614119E+003, 1.0327614057614119E+003, 0.0000000000000000E+000, 4.7032184343763035E+001, 0.0000000000000000E+000
1.0471285480509143E+003, 1.0471285480509143E+003, 0.0000000000000000E+000, 4.7029336328046355E+001, 0.0000000000000000E+000
1.0616955571987398E+003, 1.0616955571987398E+003, 0.0000000000000000E+000, 4.7026410466751045E+001, 0.0000000000000000E+000
1.0764652136298503E+003, 1.0764652136298503E+003, 0.0000000000000000E+000, 4.7023404686690213E+001, 0.0000000000000000E+000
1.0914403364487723E+003, 1.0914403364487723E+003, 0.0000000000000000E+000, 4.7020316862479532E+001, 0.0000000000000000E+000
1.1066237839776825E+003, 1.1066237839776825E+003, 0.0000000000000000E+000, 4.7017144815397288E+001, 0.0000000000000000E+000
1.1220184543019800E+003, 1.1220184543019800E+003, 0.0000000000000000E+000, 4.7013886312217792E+001, 0.0000000000000000E+000
1.1376272858234477E+003, 1.1376272858234477E+003, 0.0000000000000000E+000, 4.7010539064034205E+001, 0.0000000000000000E+000
1.1534532578211094E+003, 1.1534532578211094E+003, 0.0000000000000000E+000, 4.7007100725061846E+001, 0.0000000000000000E+000
1.1694993910198884E+003, 1.1694993910198884E+003, 0.0000000000000000E+000, 4.7003568891432089E+001, 0.0000000000000000E+000
1.1857687481671778E+003, 1.1857687481671778E+003, 0.0000000000000000E+000, 4.6999941099976049E+001, 0.0000000000000000E+000
1.2022644346174311E+003, 1.2022644346174311E+003, 0.0000000000000000E+000, 4.6996214826973258E+001, 0.0000000000000000E+000
