
Label=v(Vout1) vs V(V4)
LabelX=V(V4)
LabelY=v(Vout1)
Data Point Count=66
V(V4),V(V4),v(Vout1)
 2.8128999999999840E+000, 2.8128999999999840E+000, 3.2701116534705110E-001
 2.8228999999999838E+000, 2.8228999999999838E+000, 3.1900905245671612E-001
 2.8328999999999835E+000, 2.8328999999999835E+000, 3.1119281155051032E-001
 2.8428999999999833E+000, 2.8428999999999833E+000, 3.0355646882222875E-001
 2.8528999999999831E+000, 2.8528999999999831E+000, 2.9609436201388833E-001
 2.8628999999999829E+000, 2.8628999999999829E+000, 2.8880111811696602E-001
 2.8728999999999827E+000, 2.8728999999999827E+000, 2.8167163308422760E-001
 2.8828999999999825E+000, 2.8828999999999825E+000, 2.7470105333494155E-001
 2.8928999999999823E+000, 2.8928999999999823E+000, 2.6788475886346963E-001
 2.9028999999999821E+000, 2.9028999999999821E+000, 2.6121834778459191E-001
 2.9128999999999818E+000, 2.9128999999999818E+000, 2.5469762216896435E-001
 2.9228999999999816E+000, 2.9228999999999816E+000, 2.4831857503950630E-001
 2.9328999999999814E+000, 2.9328999999999814E+000, 2.4207737841451529E-001
 2.9428999999999812E+000, 2.9428999999999812E+000, 2.3597037229635143E-001
 2.9528999999999810E+000, 2.9528999999999810E+000, 2.2999405451587235E-001
 2.9628999999999808E+000, 2.9628999999999808E+000, 2.2414507135275349E-001
 2.9728999999999806E+000, 2.9728999999999806E+000, 2.1842020886042809E-001
 2.9828999999999803E+000, 2.9828999999999803E+000, 2.1281638483204807E-001
 2.9928999999999801E+000, 2.9928999999999801E+000, 2.0733064135050366E-001
 3.0028999999999799E+000, 3.0028999999999799E+000, 2.0196013787144518E-001
 3.0128999999999797E+000, 3.0128999999999797E+000, 1.9670214479342185E-001
 3.0228999999999795E+000, 3.0228999999999795E+000, 1.9155403747388405E-001
 3.0328999999999793E+000, 3.0328999999999793E+000, 1.8651329065382147E-001
 3.0428999999999791E+000, 3.0428999999999791E+000, 1.8157747325744719E-001
 3.0528999999999789E+000, 3.0528999999999789E+000, 1.7674424353656754E-001
 3.0628999999999786E+000, 3.0628999999999786E+000, 1.7201134453209904E-001
 3.0728999999999784E+000, 3.0728999999999784E+000, 1.6737659982780409E-001
 3.0828999999999782E+000, 3.0828999999999782E+000, 1.6283790957355962E-001
 3.0928999999999780E+000, 3.0928999999999780E+000, 1.5839324675755304E-001
 3.1028999999999778E+000, 3.1028999999999778E+000, 1.5404065370861680E-001
 3.1128999999999776E+000, 3.1128999999999776E+000, 1.4977823881158453E-001
 3.1228999999999774E+000, 3.1228999999999774E+000, 1.4560417342001372E-001
 3.1328999999999771E+000, 3.1328999999999771E+000, 1.4151668895198519E-001
 3.1428999999999769E+000, 3.1428999999999769E+000, 1.3751407415587419E-001
 3.1528999999999767E+000, 3.1528999999999767E+000, 1.3359467253410343E-001
 3.1628999999999765E+000, 3.1628999999999765E+000, 1.2975687991385476E-001
 3.1728999999999763E+000, 3.1728999999999763E+000, 1.2599914215463007E-001
 3.1828999999999761E+000, 3.1828999999999761E+000, 1.2231995298335629E-001
 3.1928999999999759E+000, 3.1928999999999759E+000, 1.1871785194846426E-001
 3.2028999999999757E+000, 3.2028999999999757E+000, 1.1519142248505324E-001
 3.2128999999999754E+000, 3.2128999999999754E+000, 1.1173929008385675E-001
 3.2228999999999752E+000, 3.2228999999999752E+000, 1.0836012055728092E-001
 3.2328999999999750E+000, 3.2328999999999750E+000, 1.0505261839630596E-001
 3.2428999999999748E+000, 3.2428999999999748E+000, 1.0181552521249515E-001
 3.2528999999999746E+000, 3.2528999999999746E+000, 9.8647618259786934E-002
 3.2628999999999744E+000, 3.2628999999999744E+000, 9.5547709031129482E-002
 3.2728999999999742E+000, 3.2728999999999742E+000, 9.2514641925388399E-002
 3.2828999999999740E+000, 3.2828999999999740E+000, 8.9547292980264259E-002
 3.2928999999999737E+000, 3.2928999999999737E+000, 8.6644568667274782E-002
 3.3028999999999735E+000, 3.3028999999999735E+000, 8.3805404745123685E-002
 3.3128999999999733E+000, 3.3128999999999733E+000, 8.1028765168043193E-002
 3.3228999999999731E+000, 3.3228999999999731E+000, 7.8313641045908586E-002
 3.3328999999999729E+000, 3.3328999999999729E+000, 7.5659049653173355E-002
 3.3428999999999727E+000, 3.3428999999999727E+000, 7.3064033483841620E-002
 3.3528999999999725E+000, 3.3528999999999725E+000, 7.0527659349890123E-002
 3.3628999999999722E+000, 3.3628999999999722E+000, 6.8049017520732905E-002
 3.3728999999999720E+000, 3.3728999999999720E+000, 6.5627220901460628E-002
 3.3828999999999718E+000, 3.3828999999999718E+000, 6.3261404247740669E-002
 3.3928999999999716E+000, 3.3928999999999716E+000, 6.0950723415403286E-002
 3.4028999999999714E+000, 3.4028999999999714E+000, 5.8694354642855072E-002
 3.4128999999999712E+000, 3.4128999999999712E+000, 5.6491493864586878E-002
 3.4228999999999710E+000, 3.4228999999999710E+000, 5.4341356054137833E-002
 3.4328999999999708E+000, 3.4328999999999708E+000, 5.2243174594994363E-002
 3.4428999999999705E+000, 3.4428999999999705E+000, 5.0196200677976095E-002
 3.4528999999999703E+000, 3.4528999999999703E+000, 4.8199702723773510E-002
 3.4628999999999701E+000, 3.4628999999999701E+000, 4.6252965829345849E-002
 3.4728999999999699E+000, 3.4728999999999699E+000, 4.4355291237005892E-002
 3.4828999999999697E+000, 3.4828999999999697E+000, 4.2505995825053246E-002
 3.4928999999999695E+000, 3.4928999999999695E+000, 4.0704411618897818E-002
 3.5028999999999693E+000, 3.5028999999999693E+000, 3.8949885321684051E-002
 3.5128999999999690E+000, 3.5128999999999690E+000, 3.7241777863458912E-002
 3.5228999999999688E+000, 3.5228999999999688E+000, 3.5579463968012426E-002
 3.5328999999999686E+000, 3.5328999999999686E+000, 3.3962331736538662E-002
 3.5428999999999684E+000, 3.5428999999999684E+000, 3.2389782247332487E-002
 3.5528999999999682E+000, 3.5528999999999682E+000, 3.0861229170772601E-002
 3.5628999999999680E+000, 3.5628999999999680E+000, 2.9376098398880647E-002
 3.5728999999999678E+000, 3.5728999999999678E+000, 2.7933827688793048E-002
 3.5828999999999676E+000, 3.5828999999999676E+000, 2.6533866319507333E-002
 3.5928999999999673E+000, 3.5928999999999673E+000, 2.5175674761305562E-002
 3.6028999999999671E+000, 3.6028999999999671E+000, 2.3858724357289331E-002
 3.6128999999999669E+000, 3.6128999999999669E+000, 2.2582497016484543E-002
 3.6228999999999667E+000, 3.6228999999999667E+000, 2.1346484918011419E-002
 3.6328999999999665E+000, 3.6328999999999665E+000, 2.0150190225830082E-002
 3.6428999999999663E+000, 3.6428999999999663E+000, 1.8993124813609256E-002
 3.6528999999999661E+000, 3.6528999999999661E+000, 1.7874810064843035E-002
 3.6628999999999658E+000, 3.6628999999999658E+000, 1.6794776352564177E-002
 3.6728999999999656E+000, 3.6728999999999656E+000, 1.5752563191053490E-002
 3.6828999999999654E+000, 3.6828999999999654E+000, 1.4747718729103812E-002
 3.6928999999999652E+000, 3.6928999999999652E+000, 1.3779799528321188E-002
 3.7028999999999650E+000, 3.7028999999999650E+000, 1.2848370576069489E-002
 3.7128999999999648E+000, 3.7128999999999648E+000, 1.1953004714010691E-002
 3.7228999999999646E+000, 3.7228999999999646E+000, 1.1093282669053918E-002
 3.7328999999999644E+000, 3.7328999999999644E+000, 1.0268792791897675E-002
 3.7428999999999641E+000, 3.7428999999999641E+000, 9.4791308623939276E-003
 3.7528999999999639E+000, 3.7528999999999639E+000, 8.7238999012690752E-003
 3.7628999999999637E+000, 3.7628999999999637E+000, 8.0027099879447592E-003
 3.7728999999999635E+000, 3.7728999999999635E+000, 7.3151780842240265E-003
 3.7828999999999633E+000, 3.7828999999999633E+000, 6.6609278636090077E-003
 3.7928999999999631E+000, 3.7928999999999631E+000, 6.0395895460350390E-003
 3.8028999999999629E+000, 3.8028999999999629E+000, 5.4507997378111213E-003
 3.8128999999999627E+000, 3.8128999999999627E+000, 4.8942012765674668E-003
 3.8228999999999624E+000, 3.8228999999999624E+000, 4.3694430810212338E-003
 3.8328999999999622E+000, 3.8328999999999622E+000, 3.8761800053773846E-003
 3.8428999999999620E+000, 3.8428999999999620E+000, 3.4140726981915052E-003
 3.8528999999999618E+000, 3.8528999999999618E+000, 2.9827874655292759E-003
 3.8628999999999616E+000, 3.8628999999999616E+000, 2.5819961382624545E-003
 3.8728999999999614E+000, 3.8728999999999614E+000, 2.2113759433506162E-003
 3.8828999999999612E+000, 3.8828999999999612E+000, 1.8706093789627308E-003
 3.8928999999999609E+000, 3.8928999999999609E+000, 1.5593840933001749E-003
 3.9028999999999607E+000, 3.9028999999999607E+000, 1.2773927669865134E-003
 3.9128999999999605E+000, 3.9128999999999605E+000, 1.0243329988985084E-003
 3.9228999999999603E+000, 3.9228999999999603E+000, 7.9990719531435549E-004
 3.9328999999999601E+000, 3.9328999999999601E+000, 6.0382246226281403E-004
 3.9428999999999599E+000, 3.9428999999999599E+000, 4.3579050096150142E-004
 3.9528999999999597E+000, 3.9528999999999597E+000, 2.9552750623531069E-004
 3.9628999999999595E+000, 3.9628999999999595E+000, 1.8275406781327247E-004
 3.9728999999999592E+000, 3.9728999999999592E+000, 9.7195074403606818E-005
 3.9828999999999590E+000, 3.9828999999999590E+000, 3.8579620452820907E-005
 3.9928999999999588E+000, 3.9928999999999588E+000, 6.6408412217084155E-006
 4.0028999999999586E+000, 4.0028999999999586E+000, 1.4216291051771386E-008
 4.0128999999999584E+000, 4.0128999999999584E+000, 1.4273124556493979E-008
 4.0228999999999582E+000, 4.0228999999999582E+000, 1.4226676189918728E-008
 4.0328999999999580E+000, 4.0328999999999580E+000, 1.4180529152269146E-008
 4.0428999999999577E+000, 4.0428999999999577E+000, 1.4134680520765955E-008
 4.0528999999999575E+000, 4.0528999999999575E+000, 1.4089127410307889E-008
 4.0628999999999573E+000, 4.0628999999999573E+000, 1.4043866972866504E-008
 4.0728999999999571E+000, 4.0728999999999571E+000, 1.3998896396892633E-008
 4.0828999999999569E+000, 4.0828999999999569E+000, 1.3954212906734175E-008
 4.0928999999999567E+000, 4.0928999999999567E+000, 1.3909813762064999E-008
 4.1028999999999565E+000, 4.1028999999999565E+000, 1.3865696257324767E-008
 4.1128999999999563E+000, 4.1128999999999563E+000, 1.3821857721169293E-008
 4.1228999999999560E+000, 4.1228999999999560E+000, 1.3778295515931430E-008
 4.1328999999999558E+000, 4.1328999999999558E+000, 1.3735007037091944E-008
 4.1428999999999556E+000, 4.1428999999999556E+000, 1.3691989712760511E-008
 4.1528999999999554E+000, 4.1528999999999554E+000, 1.3649241003166290E-008
 4.1628999999999552E+000, 4.1628999999999552E+000, 1.3606758400158107E-008
 4.1728999999999550E+000, 4.1728999999999550E+000, 1.3564539426713885E-008
 4.1828999999999548E+000, 4.1828999999999548E+000, 1.3522581636459245E-008
 4.1928999999999546E+000, 4.1928999999999546E+000, 1.3480882613194908E-008
 4.2028999999999543E+000, 4.2028999999999543E+000, 1.3439439970432920E-008
 4.2128999999999541E+000, 4.2128999999999541E+000, 1.3398251350941355E-008
 4.2228999999999539E+000, 4.2228999999999539E+000, 1.3357314426297371E-008
 4.2328999999999537E+000, 4.2328999999999537E+000, 1.3316626896448414E-008
 4.2428999999999535E+000, 4.2428999999999535E+000, 1.3276186489281477E-008
 4.2528999999999533E+000, 4.2528999999999533E+000, 1.3235990960200119E-008
 4.2628999999999531E+000, 4.2628999999999531E+000, 1.3196038091709169E-008
 4.2728999999999528E+000, 4.2728999999999528E+000, 1.3156325693006942E-008
 4.2828999999999526E+000, 4.2828999999999526E+000, 1.3116851599584793E-008
 4.2928999999999524E+000, 4.2928999999999524E+000, 1.3077613672833814E-008
 4.3028999999999522E+000, 4.3028999999999522E+000, 1.3038609799658660E-008
 4.3128999999999520E+000, 4.3128999999999520E+000, 1.2999837892098157E-008
 4.3228999999999518E+000, 4.3228999999999518E+000, 1.2961295886952739E-008
 4.3328999999999516E+000, 4.3328999999999516E+000, 1.2922981745418479E-008
 4.3428999999999514E+000, 4.3428999999999514E+000, 1.2884893452727535E-008
 4.3528999999999511E+000, 4.3528999999999511E+000, 1.2847029017795027E-008
 4.3628999999999509E+000, 4.3628999999999509E+000, 1.2809386472872059E-008
 4.3728999999999507E+000, 4.3728999999999507E+000, 1.2771963873204818E-008
 4.3828999999999505E+000, 4.3828999999999505E+000, 1.2734759296699679E-008
 4.3928999999999503E+000, 4.3928999999999503E+000, 1.2697770843594109E-008
 4.4028999999999501E+000, 4.4028999999999501E+000, 1.2660996636133288E-008
 4.4128999999999499E+000, 4.4128999999999499E+000, 1.2624434818252380E-008
 4.4228999999999496E+000, 4.4228999999999496E+000, 1.2588083555264206E-008
 4.4328999999999494E+000, 4.4328999999999494E+000, 1.2551941033552401E-008
 4.4428999999999492E+000, 4.4428999999999492E+000, 1.2516005460269764E-008
 4.4528999999999490E+000, 4.4528999999999490E+000, 1.2480275063041797E-008
 4.4628999999999488E+000, 4.4628999999999488E+000, 1.2444748089675334E-008
 4.4728999999999486E+000, 4.4728999999999486E+000, 1.2409422807872084E-008
 4.4828999999999484E+000, 4.4828999999999484E+000, 1.2374297504947084E-008
 4.4928999999999482E+000, 4.4928999999999482E+000, 1.2339370487551899E-008
 4.5028999999999479E+000, 4.5028999999999479E+000, 1.2304640081402491E-008
 4.5128999999999477E+000, 4.5128999999999477E+000, 1.2270104631011686E-008
 4.5228999999999475E+000, 4.5228999999999475E+000, 1.2235762499426128E-008
 4.5328999999999473E+000, 4.5328999999999473E+000, 1.2201612067967617E-008
 4.5428999999999471E+000, 4.5428999999999471E+000, 1.2167651735978813E-008
 4.5528999999999469E+000, 4.5528999999999469E+000, 1.2133879920573143E-008
 4.5628999999999467E+000, 4.5628999999999467E+000, 1.2100295056388848E-008
 4.5728999999999465E+000, 4.5728999999999465E+000, 1.2066895595347124E-008
 4.5828999999999462E+000, 4.5828999999999462E+000, 1.2033680006414289E-008
 4.5928999999999460E+000, 4.5928999999999460E+000, 1.2000646775367780E-008
 4.6028999999999458E+000, 4.6028999999999458E+000, 1.1967794404566101E-008
 4.6128999999999456E+000, 4.6128999999999456E+000, 1.1935121412722425E-008
 4.6228999999999454E+000, 4.6228999999999454E+000, 1.1902626334682023E-008
 4.6328999999999452E+000, 4.6328999999999452E+000, 1.1870307721203190E-008
 4.6428999999999450E+000, 4.6428999999999450E+000, 1.1838164138741834E-008
 4.6528999999999447E+000, 4.6528999999999447E+000, 1.1806194169239475E-008
 4.6628999999999445E+000, 4.6628999999999445E+000, 1.1774396409914740E-008
 4.6728999999999443E+000, 4.6728999999999443E+000, 1.1742769473058174E-008
 4.6828999999999441E+000, 4.6828999999999441E+000, 1.1711311985830338E-008
 4.6928999999999439E+000, 4.6928999999999439E+000, 1.1680022590063217E-008
 4.7028999999999437E+000, 4.7028999999999437E+000, 1.1648899942064697E-008
 4.7128999999999435E+000, 4.7128999999999435E+000, 1.1617942712426250E-008
 4.7228999999999433E+000, 4.7228999999999433E+000, 1.1587149585833637E-008
 4.7328999999999430E+000, 4.7328999999999430E+000, 1.1556519260880595E-008
 4.7428999999999428E+000, 4.7428999999999428E+000, 1.1526050449885535E-008
 4.7528999999999426E+000, 4.7528999999999426E+000, 1.1495741878711052E-008
 4.7628999999999424E+000, 4.7628999999999424E+000, 1.1465592286586347E-008
 4.7728999999999422E+000, 4.7728999999999422E+000, 1.1435600425932386E-008
 4.7828999999999420E+000, 4.7828999999999420E+000, 1.1405765062189813E-008
 4.7928999999999418E+000, 4.7928999999999418E+000, 1.1376084973649559E-008
 4.8028999999999415E+000, 4.8028999999999415E+000, 1.1346558951286080E-008
 4.8128999999999413E+000, 4.8128999999999413E+000, 1.1317185798593188E-008
 4.8228999999999411E+000, 4.8228999999999411E+000, 1.1287964331422409E-008
 4.8328999999999409E+000, 4.8328999999999409E+000, 1.1258893377823873E-008
 4.8428999999999407E+000, 4.8428999999999407E+000, 1.1229971777889629E-008
 4.8528999999999405E+000, 4.8528999999999405E+000, 1.1201198383599363E-008
 4.8628999999999403E+000, 4.8628999999999403E+000, 1.1172572058668514E-008
 4.8728999999999401E+000, 4.8728999999999401E+000, 1.1144091678398694E-008
 4.8828999999999398E+000, 4.8828999999999398E+000, 1.1115756129530363E-008
 4.8928999999999396E+000, 4.8928999999999396E+000, 1.1087564310097804E-008
 4.9028999999999394E+000, 4.9028999999999394E+000, 1.1059515129286257E-008
 4.9128999999999392E+000, 4.9128999999999392E+000, 1.1031607507291220E-008
 4.9228999999999390E+000, 4.9228999999999390E+000, 1.1003840375179897E-008
 4.9328999999999388E+000, 4.9328999999999388E+000, 1.0976212674754704E-008
 4.9428999999999386E+000, 4.9428999999999386E+000, 1.0948723358418844E-008
 4.9528999999999384E+000, 4.9528999999999384E+000, 1.0921371389043902E-008
 4.9628999999999381E+000, 4.9628999999999381E+000, 1.0894155739839392E-008
 4.9728999999999379E+000, 4.9728999999999379E+000, 1.0867075394224294E-008
 4.9828999999999377E+000, 4.9828999999999377E+000, 1.0840129345700455E-008
 4.9928999999999375E+000, 4.9928999999999375E+000, 1.0813316597727901E-008
 5.0000000000000000E+000, 5.0000000000000000E+000, 1.0794359925301699E-008
